Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT (min),AvgCTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Payment_Mode,Ride Distance (km),Driver Ratings,Customer Rating
11-11-2025,01:42:10,BG-20251111-00140,Cancelled by Driver,CUST102702,Prime Plus,Outer Ring Road,Bellandur,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Wallet,NA,NA,NA
19-11-2025,00:34:02,BG-20251119-00141,Successful,CUST104915,Auto,Yelahanka New Town,Bommanahalli,6.8,1.6,0,NA,0,NA,0,NA,64.26,Credit Card,4.25,4.5,4.5
17-11-2025,19:28:54,BG-20251117-00142,Successful,CUST100157,Prime SUV,Cunningham Road,HSR Layout,7.3,2.2,0,NA,0,NA,0,NA,199.62,Cash,4.62,4.5,4.4
08-11-2025,11:56:22,BG-20251108-00143,Successful,CUST105477,Auto,Lalbagh,Kundalahalli,2.4,2.7,0,NA,0,NA,0,NA,70.11,UPI,7.09,4.5,3.2
03-11-2025,18:06:25,BG-20251103-00144,Successful,CUST106308,eBike,Marathahalli,Richmond Town,4.5,2.9,0,NA,0,NA,0,NA,27.37,Cash,0.71,4.1,3.9
03-11-2025,09:17:57,BG-20251103-00145,Incomplete,CUST100178,Prime SUV,Whitefield 2,Hebbal,NA,NA,0,NA,0,NA,1,Other Issue,NA,Cash,NA,NA,NA
01-11-2025,14:38:29,BG-20251101-00146,Cancelled by Customer,CUST101725,Prime SUV,Whitefield 2,Kundalahalli,NA,NA,1,AC is not working,0,NA,0,NA,NA,Wallet,NA,NA,NA
27-11-2025,07:58:36,BG-20251127-00147,Successful,CUST100162,Auto,Lalbagh,Shivajinagar,3.4,3.1,0,NA,0,NA,0,NA,35.86,Cash,1.66,4.2,4.7
05-11-2025,21:42:17,BG-20251105-00148,Cancelled by Customer,CUST107958,Bike,Nagarbhavi,Hombegowda Nagar,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Cash,NA,NA,NA
10-11-2025,10:00:18,BG-20251110-00149,Cancelled by Customer,CUST100316,Prime Plus,Indiranagar,Sirsi Circle,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Credit Card,NA,NA,NA
07-11-2025,02:14:21,BG-20251107-00150,Successful,CUST101502,eBike,Srirampura,Kudlu Gate,2.6,5,0,NA,0,NA,0,NA,32.75,Wallet,0.3,5,5
26-11-2025,02:23:29,BG-20251126-00151,Successful,CUST100106,Auto,Whitefield,Hebbal,3.7,3,0,NA,0,NA,0,NA,24.98,Wallet,0.86,4.4,3.6
09-11-2025,09:49:31,BG-20251109-00152,Successful,CUST100384,Prime Sedan,Rajajinagar,Yeshwanthpur,8.1,3.5,0,NA,0,NA,0,NA,147.73,Credit Card,5.13,4.5,4
28-11-2025,23:03:41,BG-20251128-00153,Successful,CUST105993,eBike,MG Road,Kengeri,2.7,3.5,0,NA,0,NA,0,NA,27.03,Cash,2.69,4.8,5
07-11-2025,05:46:45,BG-20251107-00154,Successful,CUST100745,Bike,Banashankari,Hombegowda Nagar,4.4,2.5,0,NA,0,NA,0,NA,25.52,Wallet,0.92,4.3,4.3
09-11-2025,02:10:57,BG-20251109-00155,Successful,CUST107379,Prime Plus,Yelahanka,Kundalahalli,7.8,4.7,0,NA,0,NA,0,NA,287.36,Cash,16.22,4.2,4.9
08-11-2025,03:13:40,BG-20251108-00156,Incomplete,CUST103044,Prime SUV,MG Road,Rajankunte,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Cash,3.98,NA,NA
12-11-2025,02:16:17,BG-20251112-00157,Cancelled by Customer,CUST103924,eBike,Banaswadi,Banaswadi,NA,NA,1,Change of plans,0,NA,0,NA,NA,Credit Card,NA,NA,NA
02-11-2025,08:21:51,BG-20251102-00158,Cancelled by Customer,CUST106970,Prime Sedan,Kengeri,Ulsoor,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Credit Card,NA,NA,NA
01-11-2025,23:23:01,BG-20251101-00159,Incomplete,CUST103312,eBike,Seshadripuram,Frazer Town,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,UPI,0.43,NA,NA
16-11-2025,03:17:06,BG-20251116-00160,Cancelled by Customer,CUST105867,Bike,Kundalahalli,Electronic City,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Wallet,NA,NA,NA
23-11-2025,03:51:30,BG-20251123-00161,Incomplete,CUST101688,Auto,Rajajinagar 2,Jayanagar,NA,NA,0,NA,0,NA,1,Customer Demand,NA,Wallet,NA,NA,NA
23-11-2025,22:53:48,BG-20251123-00162,Successful,CUST100467,eBike,Yeshwanthpur,Ulsoor,2.6,2,0,NA,0,NA,0,NA,28.15,Cash,0.91,5,4.6
30-11-2025,16:07:11,BG-20251130-00163,Successful,CUST105487,Prime Plus,Shivajinagar,Koramangala 4th Block,6.4,4.1,0,NA,0,NA,0,NA,134.48,UPI,4.8,4.2,4
24-11-2025,20:50:20,BG-20251124-00164,Successful,CUST103625,Prime Plus,Kengeri,Kengeri,4.5,4,0,NA,0,NA,0,NA,93.65,Wallet,1.87,5,4.4
05-11-2025,01:31:35,BG-20251105-00165,Incomplete,CUST104382,eBike,Byatarayanapura,Bellandur,NA,NA,0,NA,0,NA,1,Customer Demand,NA,Cash,NA,NA,NA
03-11-2025,07:54:41,BG-20251103-00166,Successful,CUST103957,Prime Plus,Srirampura,Electronic City,6.1,3.7,0,NA,0,NA,0,NA,94.33,Wallet,0.61,4.1,4.5
12-11-2025,03:07:47,BG-20251112-00167,Successful,CUST106842,Prime Sedan,Banaswadi,Cunningham Road,5.1,0.6,0,NA,0,NA,0,NA,79.26,UPI,0.44,5,3.8
08-11-2025,01:52:23,BG-20251108-00168,Successful,CUST105999,eBike,Rajajinagar,Yelahanka,4.4,3,0,NA,0,NA,0,NA,22.04,Wallet,0.75,4.7,4.6
22-11-2025,15:13:20,BG-20251122-00169,Successful,CUST104934,Mini,JP Nagar,Peenya,4.6,2.8,0,NA,0,NA,0,NA,75.01,Wallet,1.59,4.1,4.7
27-11-2025,13:32:53,BG-20251127-00170,Cancelled by Customer,CUST102963,Prime Plus,Jakkur,Banashankari,NA,NA,1,Wrong Address,0,NA,0,NA,NA,UPI,NA,NA,NA
03-11-2025,15:50:42,BG-20251103-00171,Cancelled by Driver,CUST102848,Prime SUV,Sadashivanagar,Sadashivanagar,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Cash,NA,NA,NA
01-11-2025,13:44:36,BG-20251101-00172,Cancelled by Driver,CUST106311,Mini,JP Nagar,Kudlu Gate,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,UPI,NA,NA,NA
03-11-2025,07:55:52,BG-20251103-00173,Incomplete,CUST103042,Bike,Bommanahalli,Yeshwanthpur,NA,NA,0,NA,0,NA,1,Customer Demand,NA,Wallet,NA,NA,NA
05-11-2025,18:07:22,BG-20251105-00174,Incomplete,CUST105665,Prime Sedan,Marathahalli,Byatarayanapura,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Cash,1.11,NA,NA
15-11-2025,12:42:52,BG-20251115-00175,Successful,CUST103034,Mini,Koramangala 4th Block,Lalbagh,6,4.4,0,NA,0,NA,0,NA,133.03,Cash,7.35,4.9,4.5
14-11-2025,12:08:50,BG-20251114-00176,Successful,CUST101529,Prime Sedan,Hebbal,Yelahanka New Town,2.3,4.3,0,NA,0,NA,0,NA,93.63,Cash,1.85,4.3,5
03-11-2025,08:02:28,BG-20251103-00177,Cancelled by Customer,CUST106784,Prime Plus,Rajajinagar,Rajajinagar,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
01-11-2025,21:11:51,BG-20251101-00178,Successful,CUST103829,Mini,Sommanna Halli,Hombegowda Nagar,4.6,4.6,0,NA,0,NA,0,NA,32.06,UPI,0.3,4.7,4.7
05-11-2025,19:11:33,BG-20251105-00179,Cancelled by Driver,CUST105051,Mini,Bellandur,Adugodi,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Cash,NA,NA,NA
26-11-2025,19:12:03,BG-20251126-00180,Cancelled by Customer,CUST106898,Mini,MG Road,Basavanagudi,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,UPI,NA,NA,NA
23-11-2025,04:35:35,BG-20251123-00181,Successful,CUST107723,Mini,Kalyan Nagar,Vijayanagar,5.2,6,0,NA,0,NA,0,NA,106.49,UPI,4.63,4.3,4.7
14-11-2025,18:28:10,BG-20251114-00182,Successful,CUST104368,eBike,Sahakara Nagar,Gottigere,5.6,4.4,0,NA,0,NA,0,NA,54.78,Wallet,5.5,4.5,5
07-11-2025,12:56:02,BG-20251107-00183,Successful,CUST100214,eBike,Whitefield 2,Peenya,4.7,1.8,0,NA,0,NA,0,NA,26.76,Wallet,1.46,5,4.6
27-11-2025,16:15:35,BG-20251127-00184,Successful,CUST103804,eBike,Marathahalli,Srirampura,2.1,3,0,NA,0,NA,0,NA,57.39,Credit Card,5.67,4.7,4
09-11-2025,11:27:49,BG-20251109-00185,Successful,CUST102675,Prime Plus,Jakkur,MG Road,6.6,2.3,0,NA,0,NA,0,NA,118.49,Wallet,4.26,4,4.4
15-11-2025,22:24:34,BG-20251115-00186,Successful,CUST100142,Prime Sedan,Nagarbhavi,Yelahanka New Town,5,3.7,0,NA,0,NA,0,NA,77.91,Wallet,0.61,4.7,5
15-11-2025,11:47:42,BG-20251115-00187,Successful,CUST106777,eBike,Chamarajpet,Adugodi,2.3,4.2,0,NA,0,NA,0,NA,46.98,Credit Card,3.58,4.4,5
26-11-2025,00:52:07,BG-20251126-00188,Cancelled by Customer,CUST103171,Bike,Byatarayanapura,Richmond Town,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Wallet,NA,NA,NA
10-11-2025,06:25:47,BG-20251110-00189,Incomplete,CUST102191,Bike,Shivajinagar,Chamarajpet,NA,NA,0,NA,0,NA,1,Customer Demand,NA,Credit Card,NA,NA,NA
28-11-2025,12:38:48,BG-20251128-00190,Successful,CUST102040,Auto,Vijayanagar,JP Nagar,1.7,2.9,0,NA,0,NA,0,NA,28.02,Credit Card,0.71,4.7,4.4
13-11-2025,21:24:55,BG-20251113-00191,Successful,CUST107967,Mini,Sommanna Halli,Yelahanka New Town,4.8,3.9,0,NA,0,NA,0,NA,62.15,UPI,0.63,4.9,4.3
19-11-2025,19:08:51,BG-20251119-00192,Cancelled by Driver,CUST100637,Auto,Rajankunte,Rajajinagar,NA,NA,0,NA,1,Customer related issue,0,NA,NA,UPI,NA,NA,NA
07-11-2025,18:26:21,BG-20251107-00193,Successful,CUST100040,Prime SUV,Srirampura,Kalyan Nagar,6.9,2.5,0,NA,0,NA,0,NA,149.11,UPI,1.35,3.7,4.6
17-11-2025,17:42:29,BG-20251117-00194,Cancelled by Customer,CUST101299,Bike,Bommanahalli,Chamarajpet,NA,NA,1,Change of plans,0,NA,0,NA,NA,Wallet,NA,NA,NA
20-11-2025,10:44:32,BG-20251120-00195,Successful,CUST106808,eBike,Outer Ring Road,Kudlu Gate,4.1,3.9,0,NA,0,NA,0,NA,35.16,Cash,1.77,4.1,5
29-11-2025,03:48:51,BG-20251129-00196,Cancelled by Driver,CUST107633,eBike,JP Nagar,Malleshwaram,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,UPI,NA,NA,NA
04-11-2025,15:08:32,BG-20251104-00197,Successful,CUST100219,Prime SUV,Yeshwanthpur,Yelahanka,8.8,3.2,0,NA,0,NA,0,NA,198.96,Credit Card,4.09,4.9,5
30-11-2025,14:10:24,BG-20251130-00198,Successful,CUST106377,eBike,Sommanna Halli,Whitefield 2,1.5,4.7,0,NA,0,NA,0,NA,19.8,Credit Card,0.3,4.5,4.3
05-11-2025,01:03:52,BG-20251105-00199,Cancelled by Driver,CUST105983,Prime Plus,Rajajinagar 2,Rajajinagar 2,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Cash,NA,NA,NA
23-11-2025,08:58:52,BG-20251123-00200,Cancelled by Driver,CUST107710,Bike,Outer Ring Road,Adugodi,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Credit Card,NA,NA,NA
07-11-2025,03:27:47,BG-20251107-00201,Cancelled by Customer,CUST101825,Prime Plus,Electronic City,Peenya,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,UPI,NA,NA,NA
13-11-2025,11:23:45,BG-20251113-00202,Cancelled by Customer,CUST103926,Prime Plus,Gottigere,Basavanagudi,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Wallet,NA,NA,NA
15-11-2025,03:38:27,BG-20251115-00203,Successful,CUST105080,Auto,Hombegowda Nagar,Electronic City,5,4.6,0,NA,0,NA,0,NA,33.2,UPI,0.43,4.9,5
11-11-2025,21:39:54,BG-20251111-00204,Successful,CUST106747,Prime Plus,Kalyan Nagar,Outer Ring Road,5.2,2.5,0,NA,0,NA,0,NA,72.21,Cash,0.3,4.6,3.8
29-11-2025,12:04:41,BG-20251129-00205,Successful,CUST102311,Bike,Malleshwaram,Nagarbhavi,4.4,3.3,0,NA,0,NA,0,NA,22.83,Credit Card,0.3,4.5,5
04-11-2025,00:43:01,BG-20251104-00206,Successful,CUST101913,Prime Sedan,JP Nagar,Marathahalli,6.7,3.8,0,NA,0,NA,0,NA,125.97,Cash,3.55,4.5,5
13-11-2025,20:51:58,BG-20251113-00207,Successful,CUST104766,Auto,Domlur,Indiranagar,6.6,2.8,0,NA,0,NA,0,NA,43.55,Credit Card,1.3,4.8,3.8
07-11-2025,14:20:38,BG-20251107-00208,Cancelled by Driver,CUST102620,Mini,Rajajinagar 2,Richmond Town,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,UPI,NA,NA,NA
27-11-2025,02:20:18,BG-20251127-00209,Successful,CUST103945,Auto,Yelahanka,Kudlu Gate,5.9,3.1,0,NA,0,NA,0,NA,82.01,Credit Card,6.57,4,4.1
19-11-2025,08:05:13,BG-20251119-00210,Successful,CUST106970,eBike,Shivajinagar,Sadashivanagar,5.5,0.9,0,NA,0,NA,0,NA,32.46,Credit Card,2.41,4.8,4.7
22-11-2025,23:26:03,BG-20251122-00211,Successful,CUST104034,Auto,Ulsoor,Rajankunte,3.1,3.2,0,NA,0,NA,0,NA,30.12,UPI,0.64,5,4.9
28-11-2025,17:30:44,BG-20251128-00212,Cancelled by Customer,CUST105886,Mini,Lalbagh,Rajankunte,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
02-11-2025,22:12:35,BG-20251102-00213,Successful,CUST104373,Mini,Kudlu Gate,Domlur,8.1,3.5,0,NA,0,NA,0,NA,124.35,Cash,5.19,4.7,4.5
10-11-2025,16:57:10,BG-20251110-00214,Incomplete,CUST102677,Prime Sedan,Peenya,Richmond Town,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Credit Card,0.24,NA,NA
13-11-2025,03:16:54,BG-20251113-00215,Successful,CUST106203,Prime SUV,Kengeri,Peenya,2.8,4.1,0,NA,0,NA,0,NA,312.9,UPI,9.98,5,4.2
30-11-2025,02:47:04,BG-20251130-00216,Successful,CUST107861,Mini,Sirsi Circle,Whitefield,1.8,3.8,0,NA,0,NA,0,NA,116.19,Cash,6,5,4
25-11-2025,17:34:48,BG-20251125-00217,Cancelled by Driver,CUST100657,Prime SUV,Domlur,Domlur,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Wallet,NA,NA,NA
21-11-2025,16:03:56,BG-20251121-00218,Successful,CUST103667,eBike,Hebbal,Indiranagar,1.7,6,0,NA,0,NA,0,NA,20.88,Credit Card,0.48,4.9,4
06-11-2025,02:03:55,BG-20251106-00219,Cancelled by Customer,CUST107756,Prime SUV,Rajankunte,Yelahanka,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Wallet,NA,NA,NA
28-11-2025,18:38:04,BG-20251128-00220,Successful,CUST106723,Bike,Richmond Town,Chamarajpet,1.2,4.1,0,NA,0,NA,0,NA,50.84,UPI,0.41,3.9,3.5
28-11-2025,19:36:41,BG-20251128-00221,Successful,CUST107052,Bike,Outer Ring Road,Chamarajpet,1.9,2.4,0,NA,0,NA,0,NA,36.63,Cash,1.08,4.3,5
12-11-2025,00:56:47,BG-20251112-00222,Cancelled by Customer,CUST104868,eBike,Kundalahalli,Indiranagar,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Cash,NA,NA,NA
12-11-2025,09:09:00,BG-20251112-00223,Cancelled by Customer,CUST106897,Prime SUV,Hombegowda Nagar,Kundalahalli,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,UPI,NA,NA,NA
20-11-2025,01:34:26,BG-20251120-00224,Cancelled by Driver,CUST103458,Mini,Hombegowda Nagar,Sirsi Circle,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Cash,NA,NA,NA
30-11-2025,10:18:42,BG-20251130-00225,Cancelled by Customer,CUST100393,Mini,Jakkur,Chamarajpet,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,UPI,NA,NA,NA
30-11-2025,06:58:12,BG-20251130-00226,Cancelled by Driver,CUST104778,Prime Sedan,Lalbagh,Rajajinagar,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Credit Card,NA,NA,NA
11-11-2025,21:00:45,BG-20251111-00227,Successful,CUST103730,Prime Plus,Rajajinagar 2,Rajajinagar 2,4,4,0,NA,0,NA,0,NA,93.17,Wallet,2.34,4.1,4.2
26-11-2025,07:21:45,BG-20251126-00228,Cancelled by Customer,CUST107228,Prime SUV,Richmond Town,Koramangala 4th Block,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Credit Card,NA,NA,NA
23-11-2025,10:11:53,BG-20251123-00229,Cancelled by Customer,CUST100293,Mini,Basavanagudi,Jakkur,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Wallet,NA,NA,NA
28-11-2025,15:06:27,BG-20251128-00230,Cancelled by Driver,CUST101857,Prime Plus,Kudlu Gate,Chamarajpet,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,UPI,NA,NA,NA
25-11-2025,11:59:29,BG-20251125-00231,Successful,CUST107200,Mini,Yelahanka New Town,Indiranagar,4.7,2.1,0,NA,0,NA,0,NA,102.15,Wallet,3.12,5,3.9
07-11-2025,20:21:22,BG-20251107-00232,Successful,CUST103495,Prime Sedan,Marathahalli,Vijayanagar,5.9,1.5,0,NA,0,NA,0,NA,107.3,UPI,0.73,4.6,3.6
30-11-2025,21:31:51,BG-20251130-00233,Cancelled by Customer,CUST102960,eBike,Kalyan Nagar,Chamarajpet,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Wallet,NA,NA,NA
01-11-2025,14:22:22,BG-20251101-00234,Cancelled by Customer,CUST106471,eBike,Hebbal,Bommanahalli,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Cash,NA,NA,NA
01-11-2025,11:15:22,BG-20251101-00235,Successful,CUST101633,Auto,Sadashivanagar,Whitefield 2,4.3,2.3,0,NA,0,NA,0,NA,45.25,Credit Card,1.14,4.7,4.3
25-11-2025,22:32:12,BG-20251125-00236,Cancelled by Customer,CUST103299,Prime Plus,Cunningham Road,Vijayanagar,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Wallet,NA,NA,NA
27-11-2025,01:04:40,BG-20251127-00237,Successful,CUST101506,Mini,Yelahanka New Town,Hombegowda Nagar,7.4,2.3,0,NA,0,NA,0,NA,89.13,Wallet,2.31,3.4,5
30-11-2025,12:04:14,BG-20251130-00238,Cancelled by Customer,CUST100948,Mini,Adugodi,Adugodi,NA,NA,1,Wrong Address,0,NA,0,NA,NA,UPI,NA,NA,NA
25-11-2025,15:28:31,BG-20251125-00239,Successful,CUST106798,Prime Plus,Kalyan Nagar,Basavanagudi,8.9,3.4,0,NA,0,NA,0,NA,111.71,Cash,3.06,4.5,5
20-11-2025,12:05:39,BG-20251120-00240,Successful,CUST103144,Auto,JP Nagar,Domlur,2.9,4.8,0,NA,0,NA,0,NA,73.97,Cash,5.51,5,5
13-11-2025,18:58:41,BG-20251113-00241,Successful,CUST102419,Prime Plus,Hombegowda Nagar,Basavanagudi,8.6,3.8,0,NA,0,NA,0,NA,69.05,Credit Card,0.3,3.2,4.3
09-11-2025,04:06:39,BG-20251109-00242,Successful,CUST101066,Prime Plus,Kundalahalli,Marathahalli,5.6,3.1,0,NA,0,NA,0,NA,100.56,Cash,2.21,4.7,5
03-11-2025,16:41:42,BG-20251103-00243,Successful,CUST102723,Auto,Bellandur,Whitefield,3.6,4.1,0,NA,0,NA,0,NA,32.98,Credit Card,1.05,4.1,5
07-11-2025,14:05:26,BG-20251107-00244,Successful,CUST101712,Prime Plus,Marathahalli,Srirampura,1.8,2.9,0,NA,0,NA,0,NA,116.15,Credit Card,3.11,4.1,4.8
06-11-2025,13:33:04,BG-20251106-00245,Incomplete,CUST105292,Prime Sedan,Richmond Town,Sadashivanagar,NA,NA,0,NA,0,NA,1,Other Issue,NA,UPI,NA,NA,NA
08-11-2025,12:02:13,BG-20251108-00246,Cancelled by Customer,CUST100300,Bike,Shivajinagar,Frazer Town,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Cash,NA,NA,NA
27-11-2025,11:20:28,BG-20251127-00247,Successful,CUST104695,Bike,Byatarayanapura,Kundalahalli,5.5,3.4,0,NA,0,NA,0,NA,51.19,Cash,4.37,4.8,4.2
09-11-2025,19:18:46,BG-20251109-00248,Cancelled by Driver,CUST101389,Prime Sedan,Frazer Town,Rajajinagar 2,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Credit Card,NA,NA,NA
30-11-2025,15:06:02,BG-20251130-00249,Cancelled by Driver,CUST100690,Bike,Banaswadi,Yeshwanthpur,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Wallet,NA,NA,NA
05-11-2025,14:59:57,BG-20251105-00250,Successful,CUST104732,Bike,Kundalahalli,Bellandur,7.2,2.1,0,NA,0,NA,0,NA,35.76,Cash,2.5,5,4.7
01-11-2025,13:59:01,BG-20251101-00251,Cancelled by Driver,CUST106839,eBike,Basavanagudi,Yelahanka,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Credit Card,NA,NA,NA
19-11-2025,05:17:53,BG-20251119-00252,Incomplete,CUST107632,eBike,Ulsoor,Rajajinagar 2,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Cash,0.79,NA,NA
10-11-2025,04:02:29,BG-20251110-00253,Successful,CUST100122,Auto,Domlur,Yeshwanthpur,5.3,1.8,0,NA,0,NA,0,NA,57.54,Wallet,2.19,4.2,4.8
12-11-2025,23:16:35,BG-20251112-00254,Successful,CUST107105,Prime Plus,Seshadripuram,Frazer Town,9,2.7,0,NA,0,NA,0,NA,108.94,Credit Card,2.62,4.5,4.5
24-11-2025,15:48:40,BG-20251124-00255,Cancelled by Customer,CUST105379,Auto,Vijayanagar,Electronic City,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
15-11-2025,23:42:06,BG-20251115-00256,Incomplete,CUST100654,Prime Sedan,Chamarajpet,HSR Layout,NA,NA,0,NA,0,NA,1,Other Issue,NA,Credit Card,NA,NA,NA
27-11-2025,20:58:35,BG-20251127-00257,Successful,CUST105835,Mini,Domlur,Srirampura,6.8,3.2,0,NA,0,NA,0,NA,112.5,Cash,4.26,4.4,5
22-11-2025,05:38:36,BG-20251122-00258,Successful,CUST104376,Prime Sedan,Kudlu Gate,Sommanna Halli,8.4,3.3,0,NA,0,NA,0,NA,111.21,Cash,1.68,4.6,4
24-11-2025,07:16:23,BG-20251124-00259,Cancelled by Driver,CUST100837,Bike,Seshadripuram,Banaswadi,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Credit Card,NA,NA,NA
09-11-2025,06:50:24,BG-20251109-00260,Incomplete,CUST103323,eBike,Koramangala 4th Block,Koramangala 4th Block,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Credit Card,0.49,NA,NA
20-11-2025,17:21:55,BG-20251120-00261,Cancelled by Driver,CUST102423,Prime SUV,Sadashivanagar,Shivajinagar,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,UPI,NA,NA,NA
17-11-2025,23:49:41,BG-20251117-00262,Successful,CUST102028,Prime SUV,Yelahanka New Town,Bellandur,4.5,3.6,0,NA,0,NA,0,NA,195.42,Wallet,3.81,4.4,4.3
30-11-2025,12:58:25,BG-20251130-00263,Incomplete,CUST104102,Prime Plus,Cunningham Road,Hebbal,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Cash,0.1,NA,NA
17-11-2025,07:25:56,BG-20251117-00264,Cancelled by Customer,CUST102226,Prime Sedan,Yeshwanthpur,Ulsoor,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Credit Card,NA,NA,NA
26-11-2025,16:46:30,BG-20251126-00265,Successful,CUST101168,Auto,Peenya,Seshadripuram,4,1.2,0,NA,0,NA,0,NA,33.6,Cash,1.65,4.2,4.2
20-11-2025,18:59:29,BG-20251120-00266,Successful,CUST105370,Auto,Richmond Town,Sadashivanagar,3.1,5.5,0,NA,0,NA,0,NA,34.43,Wallet,0.85,5,4.7
12-11-2025,19:40:21,BG-20251112-00267,Successful,CUST106906,Prime Plus,Marathahalli,Srirampura,5.1,4.4,0,NA,0,NA,0,NA,138.44,Wallet,4.38,4.8,4.5
30-11-2025,02:39:49,BG-20251130-00268,Successful,CUST101337,Prime Plus,Whitefield,Malleshwaram,6.1,3.4,0,NA,0,NA,0,NA,69.96,UPI,0.39,3.9,3.6
07-11-2025,03:55:16,BG-20251107-00269,Successful,CUST103340,Mini,Electronic City,Whitefield,3.3,4,0,NA,0,NA,0,NA,50.87,UPI,0.61,4.3,4.2
02-11-2025,20:19:41,BG-20251102-00270,Successful,CUST100559,Bike,Adugodi,Domlur,2,5.6,0,NA,0,NA,0,NA,23.8,UPI,0.3,4.8,4.6
03-11-2025,12:26:26,BG-20251103-00271,Cancelled by Customer,CUST102163,Prime Plus,Nagarbhavi,Seshadripuram,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Wallet,NA,NA,NA
17-11-2025,21:13:45,BG-20251117-00272,Successful,CUST101881,Mini,Rajajinagar 2,Bellandur,4.8,3,0,NA,0,NA,0,NA,108.57,Cash,4.98,4.8,4.5
05-11-2025,08:24:46,BG-20251105-00273,Successful,CUST104752,Prime Plus,Adugodi,Hombegowda Nagar,6.6,1.4,0,NA,0,NA,0,NA,72.54,UPI,1.06,4.3,4
17-11-2025,04:26:34,BG-20251117-00274,Successful,CUST102565,eBike,Sadashivanagar,Chamarajpet,3.7,5.3,0,NA,0,NA,0,NA,29.32,UPI,0.3,4.6,4.8
24-11-2025,07:23:59,BG-20251124-00275,Incomplete,CUST106883,Prime SUV,Byatarayanapura,Adugodi,NA,NA,0,NA,0,NA,1,Other Issue,NA,UPI,NA,NA,NA
17-11-2025,04:46:45,BG-20251117-00276,Cancelled by Driver,CUST104183,eBike,Banashankari,Banashankari,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Cash,NA,NA,NA
27-11-2025,15:44:37,BG-20251127-00277,Successful,CUST105129,Auto,Basavanagudi,Rajajinagar 2,5.3,3.2,0,NA,0,NA,0,NA,29.96,UPI,0.62,4.2,4.3
17-11-2025,09:08:50,BG-20251117-00278,Successful,CUST105190,Bike,Frazer Town,Indiranagar,4.8,1.6,0,NA,0,NA,0,NA,34.38,UPI,1.76,5,4.8
