Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT (min),AvgCTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Ride Distance (km),Driver Rating,Customer Rating,Payment Mode
2025-11-09,09:49:31,BG-20251109-00152,Successful,CUST103570,eBike,Yeshwanthpur,Kalyan Nagar,2.9,4.8,0,,0,,0,,20.7,0.47,4.2,4.8,Cash
2025-11-28,23:03:41,BG-20251128-00153,Successful,CUST103892,Auto,Basavanagudi,Basavanagudi,4.9,3.4,0,,0,,0,,42.12,0.3,5.0,4.8,Wallet
2025-11-07,05:46:45,BG-20251107-00154,Successful,CUST106278,Mini,Yelahanka New Town,Shivajinagar,7.3,0.7,0,,0,,0,,122.25,6.73,4.3,4.1,UPI
2025-11-09,02:10:57,BG-20251109-00155,Successful,CUST103271,Bike,Rajajinagar,Srirampura,2.2,5.2,0,,0,,0,,44.79,3.58,4.1,4.1,Wallet
2025-11-08,03:13:40,BG-20251108-00156,Incomplete,CUST100431,Prime Sedan,Whitefield 2,Bellandur,,,0,,0,,1,Other Issue,,,,,Wallet
2025-11-12,02:16:17,BG-20251112-00157,Cancelled by Customer,CUST107782,Prime Sedan,Seshadripuram,Outer Ring Road,,,1,Driver is not moving towards pickup location,0,,0,,,,,,UPI
2025-11-02,08:21:51,BG-20251102-00158,Cancelled by Customer,CUST105664,Prime SUV,Sahakara Nagar,Yeshwanthpur,,,1,Wrong Address,0,,0,,,,,,Cash
2025-11-01,23:23:01,BG-20251101-00159,Incomplete,CUST102544,Auto,HSR Layout,HSR Layout,,,0,,0,,1,Other Issue,,,,,UPI
2025-11-16,03:17:06,BG-20251116-00160,Cancelled by Customer,CUST100982,Mini,Rajankunte,Outer Ring Road,,,1,Driver asked to cancel,0,,0,,,,,,Wallet
2025-11-23,03:51:30,BG-20251123-00161,Incomplete,CUST103160,Prime Plus,Yelahanka New Town,Hebbal,,,0,,0,,1,Other Issue,,,,,Cash
2025-11-23,22:53:48,BG-20251123-00162,Successful,CUST103044,Auto,Banashankari,Cunningham Road,4.4,2.4,0,,0,,0,,39.23,0.67,4.3,4.5,Cash
2025-11-30,16:07:11,BG-20251130-00163,Successful,CUST101892,Prime Plus,Whitefield,Hombegowda Nagar,6.6,5.2,0,,0,,0,,74.47,0.41,4.0,4.2,Cash
2025-11-24,20:50:20,BG-20251124-00164,Successful,CUST101578,Prime Sedan,Outer Ring Road,Banashankari,2.5,3.8,0,,0,,0,,163.33,7.17,4.1,4.3,UPI
2025-11-05,01:31:35,BG-20251105-00165,Incomplete,CUST102233,Prime SUV,Nagarbhavi,Nagarbhavi,,,0,,0,,1,Vehicle Breakdown,,0.45,,,UPI
2025-11-03,07:54:41,BG-20251103-00166,Successful,CUST106793,Auto,Yelahanka,Jayanagar,5.3,3.1,0,,0,,0,,60.28,3.05,4.6,4.2,Cash
2025-11-12,03:07:47,BG-20251112-00167,Successful,CUST106842,Mini,Rajajinagar 2,Richmond Town,1.2,2.6,0,,0,,0,,71.53,0.44,4.1,5.0,UPI
2025-11-08,01:52:23,BG-20251108-00168,Successful,CUST105435,Auto,Yelahanka,Kudlu Gate,3.6,3.2,0,,0,,0,,55.49,3.9,4.7,4.4,UPI
2025-11-22,15:13:20,BG-20251122-00169,Successful,CUST104934,Auto,Ulsoor,Rajankunte,3.1,4.2,0,,0,,0,,26.47,1.59,4.7,4.2,Wallet
2025-11-27,13:32:53,BG-20251127-00170,Cancelled by Customer,CUST105665,Bike,Rajankunte,Kudlu Gate,,,1,Wrong Address,0,,0,,,,,,Wallet
2025-11-03,15:50:42,BG-20251103-00171,Cancelled by Driver,CUST106973,Prime SUV,Domlur,Lalbagh,,,0,,1,The customer was coughing/sick,0,,,,,,Credit Card
2025-11-01,13:44:36,BG-20251101-00172,Cancelled by Driver,CUST107139,Prime Sedan,Kengeri,Peenya,,,0,,1,Personal & Car related issues,0,,,,,,Wallet
2025-11-03,07:55:52,BG-20251103-00173,Incomplete,CUST103034,Prime Sedan,Domlur,Domlur,,,0,,0,,1,Other Issue,,,,,Wallet
2025-11-05,18:07:22,BG-20251105-00174,Incomplete,CUST106930,Prime SUV,Hebbal,Indiranagar,,,0,,0,,1,Other Issue,,,,,Credit Card
2025-11-15,12:42:52,BG-20251115-00175,Successful,CUST106570,Prime SUV,Kengeri,Peenya,4.2,3.9,0,,0,,0,,219.22,5.37,4.3,3.9,Wallet
2025-11-14,12:08:50,BG-20251114-00176,Successful,CUST107388,Bike,Outer Ring Road,Chamarajpet,3.0,4.5,0,,0,,0,,52.18,2.89,4.5,5.0,Credit Card
2025-11-03,08:02:28,BG-20251103-00177,Cancelled by Customer,CUST103109,Auto,Nagarbhavi,Peenya,,,1,Wrong Address,0,,0,,,,,,Credit Card
2025-11-01,21:11:51,BG-20251101-00178,Successful,CUST104094,Prime Plus,Lalbagh,Rajajinagar 2,3.2,2.7,0,,0,,0,,99.01,2.18,5.0,3.9,UPI
2025-11-05,19:11:33,BG-20251105-00179,Cancelled by Driver,CUST101237,Prime Sedan,Srirampura,Jakkur,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-26,19:12:03,BG-20251126-00180,Cancelled by Customer,CUST102018,Prime Sedan,Lalbagh,Rajajinagar,,,1,Driver asked to cancel,0,,0,,,,,,UPI
2025-11-23,04:35:35,BG-20251123-00181,Successful,CUST105051,Auto,Bellandur,Richmond Town,4.0,2.1,0,,0,,0,,58.18,3.28,5.0,4.4,Wallet
2025-11-14,18:28:10,BG-20251114-00182,Successful,CUST102312,Prime Plus,Banashankari,Basavanagudi,3.7,4.3,0,,0,,0,,120.5,4.34,4.4,4.9,Cash
2025-11-07,12:56:02,BG-20251107-00183,Successful,CUST100975,Prime Plus,Ulsoor,HSR Layout,6.5,4.0,0,,0,,0,,60.15,0.3,4.3,4.0,UPI
2025-11-27,16:15:35,BG-20251127-00184,Successful,CUST100732,Auto,Srirampura,Srirampura,3.5,4.0,0,,0,,0,,80.51,5.46,3.7,4.6,Credit Card
2025-11-09,11:27:49,BG-20251109-00185,Successful,CUST104353,Mini,Vijayanagar,Yelahanka,9.9,3.7,0,,0,,0,,60.11,0.3,5.0,4.5,Credit Card
2025-11-15,22:24:34,BG-20251115-00186,Successful,CUST104005,eBike,Jakkur,Chamarajpet,2.5,4.2,0,,0,,0,,72.73,7.78,4.1,4.4,Cash
2025-11-15,11:47:42,BG-20251115-00187,Successful,CUST106282,Bike,Nagarbhavi,Seshadripuram,5.9,2.6,0,,0,,0,,42.4,2.95,4.6,4.4,Credit Card
2025-11-26,00:52:07,BG-20251126-00188,Cancelled by Customer,CUST102718,Prime SUV,Frazer Town,Cunningham Road,,,1,Change of plans,0,,0,,,,,,UPI
2025-11-10,06:25:47,BG-20251110-00189,Incomplete,CUST100837,eBike,Hombegowda Nagar,Hombegowda Nagar,,,0,,0,,1,Customer Demand,,,,,Wallet
2025-11-28,12:38:48,BG-20251128-00190,Successful,CUST101037,Prime Plus,Kalyan Nagar,Basavanagudi,6.1,4.4,0,,0,,0,,71.35,0.3,4.6,4.6,UPI
2025-11-13,21:24:55,BG-20251113-00191,Successful,CUST100882,Auto,Domlur,Hombegowda Nagar,5.7,1.7,0,,0,,0,,46.71,1.01,4.1,4.4,Cash
2025-11-19,19:08:51,BG-20251119-00192,Cancelled by Driver,CUST106515,eBike,Basavanagudi,Cunningham Road,,,0,,1,More than permitted people in there,0,,,,,,Credit Card
2025-11-07,18:26:21,BG-20251107-00193,Successful,CUST107247,Bike,Hombegowda Nagar,Koramangala,4.5,3.3,0,,0,,0,,31.25,3.12,4.1,4.1,Cash
2025-11-17,17:42:29,BG-20251117-00194,Cancelled by Customer,CUST104128,Prime SUV,Marathahalli,Srirampura,,,1,Driver asked to cancel,0,,0,,,,,,Credit Card
2025-11-20,10:44:32,BG-20251120-00195,Successful,CUST101299,Bike,Shivajinagar,Frazer Town,5.1,4.6,0,,0,,0,,65.39,9.97,4.6,5.0,UPI
2025-11-29,03:48:51,BG-20251129-00196,Cancelled by Driver,CUST105059,Bike,Byatarayanapura,Kundalahalli,,,0,,1,Customer related issue,0,,,,,,Credit Card
2025-11-04,15:08:32,BG-20251104-00197,Successful,CUST105265,Mini,Richmond Town,Byatarayanapura,6.5,2.8,0,,0,,0,,88.74,2.75,4.5,4.4,Credit Card
2025-11-30,14:10:24,BG-20251130-00198,Successful,CUST104311,Prime Plus,Hombegowda Nagar,Chamarajpet,9.7,4.1,0,,0,,0,,126.85,3.44,5.0,4.4,UPI
2025-11-05,01:03:52,BG-20251105-00199,Cancelled by Driver,CUST102754,Bike,Kundalahalli,Bellandur,,,0,,1,The customer was coughing/sick,0,,,,,,UPI
2025-11-23,08:58:52,BG-20251123-00200,Cancelled by Driver,CUST103263,Prime SUV,Yelahanka New Town,Cunningham Road,,,0,,1,More than permitted people in there,0,,,,,,Cash
2025-11-07,03:27:47,BG-20251107-00201,Cancelled by Customer,CUST107747,Prime Sedan,Yelahanka New Town,Yelahanka New Town,,,1,Driver asked to cancel,0,,0,,,,,,Credit Card
2025-11-13,11:23:45,BG-20251113-00202,Cancelled by Customer,CUST103825,Prime Plus,Seshadripuram,Frazer Town,,,1,Driver asked to cancel,0,,0,,,,,,UPI
2025-11-15,03:38:27,BG-20251115-00203,Successful,CUST107769,eBike,Sommanna Halli,Bellandur,3.8,2.7,0,,0,,0,,52.16,7.24,3.9,4.5,Cash
2025-11-11,21:39:54,BG-20251111-00204,Successful,CUST102609,Auto,Koramangala 4th Block,Sommanna Halli,6.2,3.4,0,,0,,0,,98.96,7.44,3.9,4.7,Wallet
2025-11-29,12:04:41,BG-20251129-00205,Successful,CUST104756,Prime Sedan,Kudlu Gate,Sommanna Halli,6.0,3.6,0,,0,,0,,135.42,3.55,4.3,4.4,Credit Card
2025-11-04,00:43:01,BG-20251104-00206,Successful,CUST106934,Prime Sedan,Whitefield 2,Rajajinagar,4.9,4.5,0,,0,,0,,103.69,1.3,4.0,5.0,Wallet
2025-11-13,20:51:58,BG-20251113-00207,Successful,CUST105744,Auto,Hebbal,Kundalahalli,2.1,6.3,0,,0,,0,,33.16,2.02,4.3,4.5,UPI
2025-11-07,14:20:38,BG-20251107-00208,Cancelled by Driver,CUST104925,Prime SUV,Yelahanka New Town,Bellandur,,,0,,1,Customer related issue,0,,,,,,Cash
2025-11-27,02:20:18,BG-20251127-00209,Successful,CUST102745,Mini,Whitefield 2,Jakkur,4.4,1.4,0,,0,,0,,81.57,2.7,4.6,4.5,Cash
2025-11-19,08:05:13,BG-20251119-00210,Successful,CUST102985,Prime Plus,Ulsoor,Hombegowda Nagar,5.4,4.0,0,,0,,0,,63.88,0.3,4.4,4.0,UPI
2025-11-22,23:26:03,BG-20251122-00211,Successful,CUST102796,Prime Sedan,Seshadripuram,Cunningham Road,6.6,2.5,0,,0,,0,,118.74,3.35,5.0,4.8,Cash
2025-11-28,17:30:44,BG-20251128-00212,Cancelled by Customer,CUST102694,Mini,Srirampura,Richmond Town,,,1,Driver is not moving towards pickup location,0,,0,,,,,,UPI
2025-11-02,22:12:35,BG-20251102-00213,Successful,CUST105886,Mini,Electronic City,Whitefield,2.1,3.6,0,,0,,0,,68.95,1.88,4.2,4.7,Credit Card
2025-11-10,16:57:10,BG-20251110-00214,Incomplete,CUST106790,Bike,Srirampura,Yeshwanthpur,,,0,,0,,1,Customer Demand,,,,,Wallet
2025-11-13,03:16:54,BG-20251113-00215,Successful,CUST102677,Auto,Basavanagudi,Kengeri,6.9,1.1,0,,0,,0,,70.44,6.81,4.4,3.7,Credit Card
2025-11-30,02:47:04,BG-20251130-00216,Successful,CUST101887,eBike,Lalbagh,Electronic City,3.5,1.9,0,,0,,0,,27.54,1.28,5.0,5.0,Wallet
2025-11-25,17:34:48,BG-20251125-00217,Cancelled by Driver,CUST105474,Prime SUV,Whitefield 2,Sadashivanagar,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-21,16:03:56,BG-20251121-00218,Successful,CUST101939,Prime SUV,Adugodi,Marathahalli,7.4,1.3,0,,0,,0,,116.38,0.62,4.4,5.0,Wallet
2025-11-06,02:03:55,BG-20251106-00219,Cancelled by Customer,CUST106723,Prime Sedan,Koramangala,Basavanagudi,,,1,Wrong Address,0,,0,,,,,,UPI
2025-11-28,18:38:04,BG-20251128-00220,Successful,CUST103948,Bike,Frazer Town,Indiranagar,3.6,3.5,0,,0,,0,,72.63,9.41,4.1,3.6,Wallet
2025-11-28,19:36:41,BG-20251128-00221,Successful,CUST104463,Prime Sedan,Whitefield 2,Whitefield 2,5.9,2.2,0,,0,,0,,93.47,2.23,4.0,5.0,Cash
2025-11-12,00:56:47,BG-20251112-00222,Cancelled by Customer,CUST101995,Mini,Jakkur,Adugodi,,,1,Driver asked to cancel,0,,0,,,,,,Credit Card
2025-11-12,09:09:00,BG-20251112-00223,Cancelled by Customer,CUST101967,Auto,Yelahanka New Town,Sadashivanagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Wallet
2025-11-20,01:34:26,BG-20251120-00224,Cancelled by Driver,CUST103714,Mini,Koramangala 4th Block,Bommanahalli,,,0,,1,Personal & Car related issues,0,,,,,,Wallet
2025-11-30,10:18:42,BG-20251130-00225,Cancelled by Customer,CUST104035,Bike,Shivajinagar,Bommanahalli,,,1,Driver asked to cancel,0,,0,,,,,,UPI
2025-11-30,06:58:12,BG-20251130-00226,Cancelled by Driver,CUST104485,eBike,Basavanagudi,Electronic City,,,0,,1,Personal & Car related issues,0,,,,,,Cash
2025-11-11,21:00:45,BG-20251111-00227,Successful,CUST105462,Bike,Banashankari,Kundalahalli,3.3,1.6,0,,0,,0,,54.49,5.09,4.1,4.7,Cash
2025-11-26,07:21:45,BG-20251126-00228,Cancelled by Customer,CUST105301,Bike,Ulsoor,Adugodi,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Credit Card
2025-11-23,10:11:53,BG-20251123-00229,Cancelled by Customer,CUST104261,Auto,Basavanagudi,Gottigere,,,1,Wrong Address,0,,0,,,,,,Cash
2025-11-28,15:06:27,BG-20251128-00230,Cancelled by Driver,CUST106160,eBike,Koramangala,Kengeri,,,0,,1,More than permitted people in there,0,,,,,,Credit Card
2025-11-25,11:59:29,BG-20251125-00231,Successful,CUST101173,Prime Plus,Cunningham Road,Rajajinagar 2,3.7,1.9,0,,0,,0,,62.55,0.3,5.0,3.8,Credit Card
2025-11-07,20:21:22,BG-20251107-00232,Successful,CUST103094,Bike,Bommanahalli,Gottigere,6.0,1.7,0,,0,,0,,30.1,2.04,4.7,5.0,UPI
2025-11-30,21:31:51,BG-20251130-00233,Cancelled by Customer,CUST102253,eBike,MG Road,MG Road,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-01,14:22:22,BG-20251101-00234,Cancelled by Customer,CUST103661,Prime SUV,Ulsoor,Hebbal,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-01,11:15:22,BG-20251101-00235,Successful,CUST102960,eBike,Sirsi Circle,Sirsi Circle,6.8,3.1,0,,0,,0,,20.63,1.11,4.5,4.8,Credit Card
2025-11-25,22:32:12,BG-20251125-00236,Cancelled by Customer,CUST103205,Prime Sedan,Marathahalli,Adugodi,,,1,Wrong Address,0,,0,,,,,,Wallet
2025-11-27,01:04:40,BG-20251127-00237,Successful,CUST104803,Prime Sedan,Richmond Town,Srirampura,9.6,3.9,0,,0,,0,,126.9,1.9,5.0,4.6,Cash
2025-11-30,12:04:14,BG-20251130-00238,Cancelled by Customer,CUST103666,Bike,Ulsoor,Jayanagar,,,1,Driver asked to cancel,0,,0,,,,,,Credit Card
2025-11-25,15:28:31,BG-20251125-00239,Successful,CUST107594,eBike,Peenya,Cunningham Road,2.9,3.0,0,,0,,0,,30.0,0.51,4.7,3.9,Cash
2025-11-20,12:05:39,BG-20251120-00240,Successful,CUST104995,Mini,Yeshwanthpur,Kundalahalli,5.4,4.6,0,,0,,0,,109.55,5.36,5.0,5.0,Wallet
2025-11-13,18:58:41,BG-20251113-00241,Successful,CUST102672,Mini,Indiranagar,Lalbagh,5.3,3.7,0,,0,,0,,55.31,2.06,4.5,4.4,Credit Card
2025-11-09,04:06:39,BG-20251109-00242,Successful,CUST100068,Auto,Bommanahalli,Basavanagudi,4.2,3.7,0,,0,,0,,82.86,7.52,4.4,4.3,Wallet
2025-11-03,16:41:42,BG-20251103-00243,Successful,CUST106104,Auto,Domlur,Domlur,2.9,3.7,0,,0,,0,,29.31,0.89,4.4,4.3,Credit Card
2025-11-07,14:05:26,BG-20251107-00244,Successful,CUST103549,Prime SUV,Yelahanka,Yeshwanthpur,7.7,4.4,0,,0,,0,,132.63,0.8,3.3,4.3,Cash
2025-11-06,13:33:04,BG-20251106-00245,Incomplete,CUST106781,Prime Sedan,Koramangala,Malleshwaram,,,0,,0,,1,Vehicle Breakdown,,0.2,,,Cash
2025-11-08,12:02:13,BG-20251108-00246,Cancelled by Customer,CUST101378,Auto,Sadashivanagar,Basavanagudi,,,1,Wrong Address,0,,0,,,,,,Credit Card
2025-11-27,11:20:28,BG-20251127-00247,Successful,CUST107371,Auto,Rajankunte,Sahakara Nagar,4.7,2.8,0,,0,,0,,43.67,3.86,5.0,4.6,Credit Card
2025-11-09,19:18:46,BG-20251109-00248,Cancelled by Driver,CUST104758,Bike,Yelahanka,Yelahanka,,,0,,1,Customer related issue,0,,,,,,UPI
2025-11-30,15:06:02,BG-20251130-00249,Cancelled by Driver,CUST102558,Prime Sedan,Kudlu Gate,Marathahalli,,,0,,1,More than permitted people in there,0,,,,,,Wallet
2025-11-05,14:59:57,BG-20251105-00250,Successful,CUST105465,Bike,Hebbal,Hebbal,4.6,1.9,0,,0,,0,,25.58,0.93,5.0,4.1,Cash
2025-11-01,13:59:01,BG-20251101-00251,Cancelled by Driver,CUST106141,eBike,Hebbal,Yeshwanthpur,,,0,,1,Personal & Car related issues,0,,,,,,Credit Card
2025-11-19,05:17:53,BG-20251119-00252,Incomplete,CUST104918,eBike,Nagarbhavi,Peenya,,,0,,0,,1,Other Issue,,,,,Cash
2025-11-10,04:02:29,BG-20251110-00253,Successful,CUST105969,Bike,Outer Ring Road,Yelahanka New Town,3.6,4.6,0,,0,,0,,21.52,0.38,3.9,4.9,Wallet
2025-11-12,23:16:35,BG-20251112-00254,Successful,CUST105818,Prime Sedan,Byatarayanapura,Gottigere,0.5,3.8,0,,0,,0,,142.43,3.51,5.0,5.0,Wallet
2025-11-24,15:48:40,BG-20251124-00255,Cancelled by Customer,CUST104087,Bike,Yelahanka New Town,Frazer Town,,,1,Change of plans,0,,0,,,,,,UPI
2025-11-15,23:42:06,BG-20251115-00256,Incomplete,CUST107450,Mini,Vijayanagar,Kundalahalli,,,0,,0,,1,Customer Demand,,,,,UPI
2025-11-27,20:58:35,BG-20251127-00257,Successful,CUST102964,eBike,Kengeri,JP Nagar,2.6,4.3,0,,0,,0,,57.56,6.75,4.7,3.8,UPI
2025-11-22,05:38:36,BG-20251122-00258,Successful,CUST100390,Auto,Hombegowda Nagar,Banaswadi,4.1,3.1,0,,0,,0,,32.21,0.3,5.0,4.2,Wallet
2025-11-24,07:16:23,BG-20251124-00259,Cancelled by Driver,CUST101085,Prime SUV,Koramangala,Srirampura,,,0,,1,More than permitted people in there,0,,,,,,Cash
2025-11-09,06:50:24,BG-20251109-00260,Incomplete,CUST105446,Mini,Gottigere,Richmond Town,,,0,,0,,1,Vehicle Breakdown,,1.08,,,UPI
2025-11-20,17:21:55,BG-20251120-00261,Cancelled by Driver,CUST101963,Auto,Sirsi Circle,Rajajinagar,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-17,23:49:41,BG-20251117-00262,Successful,CUST101785,eBike,Bommanahalli,Hombegowda Nagar,3.7,4.6,0,,0,,0,,31.16,2.29,4.7,5.0,UPI
2025-11-30,12:58:25,BG-20251130-00263,Incomplete,CUST102953,Bike,Banashankari,HSR Layout,,,0,,0,,1,Customer Demand,,,,,Cash
2025-11-17,07:25:56,BG-20251117-00264,Cancelled by Customer,CUST101345,Auto,Peenya,Hebbal,,,1,Wrong Address,0,,0,,,,,,UPI
2025-11-26,16:46:30,BG-20251126-00265,Successful,CUST102423,Mini,Marathahalli,HSR Layout,4.7,3.3,0,,0,,0,,105.44,5.29,5.0,4.4,UPI
2025-11-20,18:59:29,BG-20251120-00266,Successful,CUST100303,Prime Sedan,Richmond Town,Kengeri,4.8,2.9,0,,0,,0,,154.32,5.4,3.8,4.5,UPI
2025-11-12,19:40:21,BG-20251112-00267,Successful,CUST102444,Prime Sedan,Bellandur,Jakkur,5.3,2.9,0,,0,,0,,78.97,0.64,4.4,4.2,Cash
2025-11-30,02:39:49,BG-20251130-00268,Successful,CUST107743,Auto,Hombegowda Nagar,Nagarbhavi,2.7,4.5,0,,0,,0,,33.45,0.79,4.2,4.6,Cash
2025-11-07,03:55:16,BG-20251107-00269,Successful,CUST106478,Prime Sedan,Adugodi,Gottigere,9.4,4.0,0,,0,,0,,97.48,0.84,4.9,4.9,UPI
2025-11-02,20:19:41,BG-20251102-00270,Successful,CUST104937,Mini,Sirsi Circle,Sirsi Circle,9.8,3.9,0,,0,,0,,102.65,4.46,4.4,4.4,UPI
2025-11-03,12:26:26,BG-20251103-00271,Cancelled by Customer,CUST102689,Bike,Byatarayanapura,Domlur,,,1,Driver is not moving towards pickup location,0,,0,,,,,,UPI
2025-11-17,21:13:45,BG-20251117-00272,Successful,CUST104590,Prime Sedan,Seshadripuram,Electronic City,4.0,4.7,0,,0,,0,,153.61,4.91,4.9,4.6,UPI
2025-11-05,08:24:46,BG-20251105-00273,Successful,CUST107838,Auto,Srirampura,Rajajinagar 2,3.2,1.9,0,,0,,0,,65.17,3.18,4.5,4.2,Cash
2025-11-17,04:26:34,BG-20251117-00274,Successful,CUST100611,Mini,Basavanagudi,Basavanagudi,6.8,4.9,0,,0,,0,,159.92,9.55,5.0,4.3,Credit Card
2025-11-24,07:23:59,BG-20251124-00275,Incomplete,CUST101245,Prime Plus,Jakkur,Sommanna Halli,,,0,,0,,1,Vehicle Breakdown,,3.27,,,Credit Card
2025-11-17,04:46:45,BG-20251117-00276,Cancelled by Driver,CUST101199,Prime Plus,Bommanahalli,Yelahanka,,,0,,1,More than permitted people in there,0,,,,,,Wallet
2025-11-27,15:44:37,BG-20251127-00277,Successful,CUST106092,Prime Plus,Hebbal,Sahakara Nagar,3.1,2.4,0,,0,,0,,73.99,0.5,4.4,4.6,UPI
2025-11-17,09:08:50,BG-20251117-00278,Successful,CUST107781,Prime Sedan,Yelahanka New Town,Rajajinagar,6.1,4.6,0,,0,,0,,89.26,0.63,5.0,5.0,Credit Card
2025-11-02,20:21:53,BG-20251102-00279,Cancelled by Customer,CUST105129,Auto,Hebbal,Sommanna Halli,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Credit Card
2025-11-02,05:05:16,BG-20251102-00280,Successful,CUST104403,Prime Plus,Chamarajpet,Rajajinagar,4.8,5.5,0,,0,,0,,158.66,5.6,4.9,4.8,Credit Card
2025-11-28,07:35:04,BG-20251128-00281,Cancelled by Customer,CUST102251,Auto,Outer Ring Road,Rajajinagar 2,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-22,23:42:46,BG-20251122-00282,Cancelled by Driver,CUST102900,Prime SUV,Kudlu Gate,Vijayanagar,,,0,,1,Customer related issue,0,,,,,,Wallet
2025-11-23,03:43:23,BG-20251123-00283,Cancelled by Customer,CUST107290,Auto,Malleshwaram,Malleshwaram,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-05,22:14:12,BG-20251105-00284,Successful,CUST101593,Bike,Koramangala,Vijayanagar,1.7,4.1,0,,0,,0,,96.03,8.67,4.4,4.1,UPI
2025-11-01,23:30:27,BG-20251101-00285,Incomplete,CUST101790,eBike,Domlur,Srirampura,,,0,,0,,1,Vehicle Breakdown,,2.2,,,UPI
2025-11-01,20:24:55,BG-20251101-00286,Cancelled by Driver,CUST104731,Mini,Banaswadi,Banaswadi,,,0,,1,Customer related issue,0,,,,,,Wallet
2025-11-19,08:52:12,BG-20251119-00287,Successful,CUST106068,Bike,Yeshwanthpur,Seshadripuram,4.6,3.9,0,,0,,0,,43.51,3.68,5.0,4.7,Cash
2025-11-30,10:11:41,BG-20251130-00288,Successful,CUST105011,Prime Sedan,Vijayanagar,Basavanagudi,7.8,1.9,0,,0,,0,,128.27,3.24,4.0,4.6,Cash
2025-11-02,00:56:25,BG-20251102-00289,Successful,CUST105929,eBike,Srirampura,Rajajinagar,4.5,3.9,0,,0,,0,,35.22,5.05,5.0,4.5,UPI
2025-11-21,15:54:01,BG-20251121-00290,Cancelled by Customer,CUST107458,eBike,Seshadripuram,Gottigere,,,1,Driver asked to cancel,0,,0,,,,,,Cash
2025-11-12,02:52:47,BG-20251112-00291,Successful,CUST102155,Prime Plus,Basavanagudi,Hebbal,10.6,3.4,0,,0,,0,,69.05,0.3,4.7,5.0,Credit Card
2025-11-26,18:03:50,BG-20251126-00292,Cancelled by Driver,CUST105620,Prime Plus,Yeshwanthpur,Yeshwanthpur,,,0,,1,Personal & Car related issues,0,,,,,,Cash
2025-11-06,12:55:05,BG-20251106-00293,Successful,CUST103754,Prime SUV,Whitefield,Marathahalli,6.2,3.0,0,,0,,0,,226.09,4.92,3.8,4.7,Credit Card
2025-11-23,09:15:32,BG-20251123-00294,Incomplete,CUST100790,eBike,Nagarbhavi,Frazer Town,,,0,,0,,1,Vehicle Breakdown,,0.88,,,Wallet
2025-11-04,23:39:38,BG-20251104-00295,Successful,CUST103122,Auto,Gottigere,Srirampura,5.9,2.5,0,,0,,0,,68.13,5.28,5.0,5.0,Credit Card
2025-11-23,21:12:05,BG-20251123-00296,Cancelled by Customer,CUST101624,Auto,Yelahanka,Peenya,,,1,Wrong Address,0,,0,,,,,,Credit Card
2025-11-11,09:47:48,BG-20251111-00297,Cancelled by Driver,CUST107661,Prime Plus,Kundalahalli,Whitefield,,,0,,1,Personal & Car related issues,0,,,,,,UPI
2025-11-24,07:06:03,BG-20251124-00298,Successful,CUST102574,eBike,Hombegowda Nagar,Kundalahalli,3.0,3.9,0,,0,,0,,34.22,1.44,5.0,4.5,Wallet
2025-11-27,10:06:44,BG-20251127-00299,Incomplete,CUST101612,Prime Sedan,Lalbagh,Malleshwaram,,,0,,0,,1,Vehicle Breakdown,,1.02,,,Credit Card
2025-11-17,15:19:42,BG-20251117-00300,Successful,CUST100577,Prime Sedan,Domlur,Bellandur,4.9,5.1,0,,0,,0,,97.38,1.75,4.1,5.0,UPI
2025-11-06,09:09:51,BG-20251106-00301,Cancelled by Customer,CUST107665,eBike,Koramangala 4th Block,Vijayanagar,,,1,Change of plans,0,,0,,,,,,Credit Card
2025-11-24,13:14:23,BG-20251124-00302,Successful,CUST100434,eBike,Peenya,Hombegowda Nagar,2.3,3.2,0,,0,,0,,38.94,5.34,3.9,4.5,Credit Card
2025-11-05,18:18:06,BG-20251105-00303,Successful,CUST106502,Prime Plus,Adugodi,Yelahanka,8.0,3.2,0,,0,,0,,97.17,2.1,4.2,4.7,Wallet
2025-11-20,23:17:28,BG-20251120-00304,Successful,CUST103886,Auto,Malleshwaram,Hebbal,1.9,1.8,0,,0,,0,,33.47,0.65,4.4,4.1,UPI
2025-11-02,06:42:07,BG-20251102-00305,Successful,CUST105244,Auto,Shivajinagar,Adugodi,5.2,3.9,0,,0,,0,,96.52,7.67,4.5,4.6,Cash
2025-11-06,16:01:32,BG-20251106-00306,Successful,CUST106715,eBike,Banashankari,Banashankari,3.5,4.7,0,,0,,0,,23.04,2.23,4.3,4.6,Credit Card
